,Metabolite,Formula,Polarity (z),mz,ppm,RT,RT_range,Detection,1 20AF,2 20AF,4 40AM,5 40AM,6 40AM,7 2e6 Mf,8 2e6 Mf,9 2e6 Mf,10 200 L3,11 200 L3,12 200 L3,AF_vs_AM_ttest_pval,AF_vs_AM_Log2FoldChange,AF_vs_AM_impact_score,AF_vs_L3_ttest_pval,AF_vs_L3_Log2FoldChange,AF_vs_L3_impact_score,AF_vs_Mf_ttest_pval,AF_vs_Mf_Log2FoldChange,AF_vs_Mf_impact_score,AM_vs_AF_ttest_pval,AM_vs_AF_Log2FoldChange,AM_vs_AF_impact_score,AM_vs_L3_ttest_pval,AM_vs_L3_Log2FoldChange,AM_vs_L3_impact_score,AM_vs_Mf_ttest_pval,AM_vs_Mf_Log2FoldChange,AM_vs_Mf_impact_score,L3_vs_AF_ttest_pval,L3_vs_AF_Log2FoldChange,L3_vs_AF_impact_score,L3_vs_AM_ttest_pval,L3_vs_AM_Log2FoldChange,L3_vs_AM_impact_score,L3_vs_Mf_ttest_pval,L3_vs_Mf_Log2FoldChange,L3_vs_Mf_impact_score,Mf_vs_AF_ttest_pval,Mf_vs_AF_Log2FoldChange,Mf_vs_AF_impact_score,Mf_vs_AM_ttest_pval,Mf_vs_AM_Log2FoldChange,Mf_vs_AM_impact_score,Mf_vs_L3_ttest_pval,Mf_vs_L3_Log2FoldChange,Mf_vs_L3_impact_score
125,5'-Deoxyadenosine,C10H13N5O3,+,252.1091,-4.4,5.28,0.91,5,156811,222404,2388025,3308136,922192,-,-,-,-,-,-,0.11019740698617556,-3.5404218044793545,126.0,0.007303982855880002,2.6588279312902534,95.0,0.007303982855880002,2.6588279312902534,95.0,0.11019740698617556,3.5404218044793536,126.0,0.03510958377336287,6.199249735769607,2340.0,0.03510958377336287,6.199249735769607,2340.0,0.007303982855880002,-2.6588279312902534,95.0,0.03510958377336287,-6.199249735769607,2340.0,NA,0.0,0.0,0.007303982855880002,-2.6588279312902534,95.0,0.03510958377336287,-6.199249735769607,2340.0,NA,0.0,0.0
126,5-Hydroxyeicosatetraenoate,C20H32O3,-,319.2279,-9.6,3.18,0.52,11,57240,40861,174637,86955,296592,123691,159606,85654,162432,75175,270441,0.18011336872120445,-1.9234385224585369,2.0,0.19867162038250916,-1.7876625596244833,2.0,0.07908408220180467,-1.3261269775995643,3.0,0.18011336872120445,1.9234385224585364,2.0,0.8501997192404696,0.13577596283405352,0.0,0.3829850866406668,0.5973115448589719,1.0,0.19867162038250916,1.7876625596244828,2.0,0.8501997192404696,-0.13577596283405333,0.0,0.4853411728749779,0.4615355820249184,0.0,0.07908408220180467,1.3261269775995648,3.0,0.3829850866406668,-0.5973115448589719,1.0,0.4853411728749779,-0.4615355820249185,0.0
127,5-Hydroxyindoleacetaldehyde,C10H9NO2,+,176.0706,-2.9,3.34,0.55,11,664430,855483,2218352,2638773,3553474,868322,741884,1036709,1044497,705922,807570,0.02842231227153406,-1.8832573056710449,231.0,0.5749369287893422,-0.1660588135606484,2.0,0.4199711481981057,-0.2153606198007147,2.0,0.02842231227153406,1.8832573056710449,231.0,0.00866715758317043,1.717198492110396,694.0,0.00887808751876228,1.6678966858703301,660.0,0.5749369287893422,0.16605881356064858,2.0,0.00866715758317043,-1.7171984921103962,694.0,0.832994421037745,-0.04930180624006635,1.0,0.4199711481981057,0.2153606198007146,2.0,0.00887808751876228,-1.6678966858703301,660.0,0.832994421037745,0.04930180624006635,1.0
128,5-Hydroxyindoleacetate,C10H9NO3,+,192.0655,15.0,4.15,0.57,8,156537,168954,235449,187051,182889,96026,51253,24650,-,-,-,0.17771206780539106,-0.3102823080644656,1.0,6.112004063637168e-05,4.024545747541324,22999.0,0.030634877828043913,1.5057672424888875,10.0,0.17771206780539106,0.3102823080644656,1.0,0.0003412661850760877,4.334828055605789,6262.0,0.0057259583689628826,1.8160495505533527,80.0,6.112004063637168e-05,-4.024545747541324,22999.0,0.0003412661850760877,-4.334828055605789,6262.0,0.08556853425636603,-2.518778505052436,2.0,0.030634877828043913,-1.5057672424888875,10.0,0.0057259583689628826,-1.8160495505533532,80.0,0.08556853425636603,2.518778505052436,2.0
129,5-Hydroxy-L-tryptophan,C11H12N2O3,+,221.0921,-8.0,7.55,0.43,6,77716,166126,38841,41422,220624,-,-,11091,-,-,-,0.8142929335179525,0.2816873662160635,0.0,0.04332406450242378,3.4974446717250256,17.0,0.0434207170787011,3.484340963620329,17.0,0.8142929335179525,-0.28168736621606355,0.0,0.21109884203377688,3.2157573055089617,2.0,0.2115081447791977,3.2026535974042654,2.0,0.04332406450242378,-3.4974446717250256,17.0,0.21109884203377688,-3.2157573055089617,2.0,0.373900966300059,-0.013103708104696878,0.0,0.0434207170787011,-3.484340963620329,17.0,0.2115081447791977,-3.2026535974042654,2.0,0.373900966300059,0.013103708104696748,0.0
130,5-Hydroxy-N-formylkynurenine,C11H12N2O5,-,251.0673,3.4,0.71,0.7,0,-,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0
131,5-Methyltetrahydrofolate,C20H25N7O6,-,458.1794,-1.6,1.79,0.48,3,-,-,37126,-,28728,-,-,-,-,29814,-,0.34455019230542633,-0.2631151023696388,0.0,0.4950253460597114,-0.08278702855540088,0.0,NA,0.0,0.0,0.34455019230542633,0.2631151023696389,0.0,0.4019176415060503,0.18032807381423796,0.0,0.2219674453933073,0.2631151023696389,0.0,0.4950253460597114,0.08278702855540103,0.0,0.4019176415060503,-0.18032807381423804,0.0,0.3739009663000593,0.08278702855540103,0.0,NA,0.0,0.0,0.2219674453933073,-0.2631151023696388,0.0,0.3739009663000593,-0.08278702855540088,0.0
132,5'-Methylthioadenosine,C11H15N5O3S,+,298.0968,-7.8,4.27,0.3,8,239033,140283,516660,577958,656190,28865,20640,19829,-,-,-,0.00855555000420074,-1.6215862478962462,139.0,0.017477628826687706,3.7583565780252215,79.0,0.02046028315338886,3.0367278285832016,43.0,0.00855555000420074,1.6215862478962462,139.0,0.00014657491152934323,5.379942825921468,84890.0,0.00015772888644796496,4.658314076479448,48566.0,0.017477628826687706,-3.7583565780252215,79.0,0.00014657491152934323,-5.379942825921468,84890.0,0.034464045923090006,-0.7216287494420193,1.0,0.02046028315338886,-3.0367278285832016,43.0,0.00015772888644796496,-4.658314076479448,48566.0,0.034464045923090006,0.721628749442019,1.0
133,5-Phospho-alpha-D-ribose 1-diphosphate,C5H13O14P3,+,390.9591,-5.6,6.99,0.2,0,-,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0
134,5-Phosphoribosylamine,C5H12NO7P,+,230.0424,-1.8,9.91,0.54,7,123924,117363,191629,105379,127048,12523,-,-,13337,-,-,0.5805733200013014,-0.22854210762457475,0.0,3.1142167888430474e-05,3.3504721348052455,21694.0,2.724591019089537e-05,3.3839529475565295,25326.0,0.5805733200013014,0.22854210762457486,0.0,0.0075019584443004935,3.57901424242982,122.0,0.00744003595441386,3.6124950551811046,126.0,3.1142167888430474e-05,-3.3504721348052455,21694.0,0.0075019584443004935,-3.57901424242982,122.0,0.7771038772101224,0.03348081275128484,0.0,2.724591019089537e-05,-3.3839529475565295,25326.0,0.00744003595441386,-3.6124950551811046,126.0,0.7771038772101224,-0.03348081275128472,0.0
135,5'-Phosphoribosylglycinamide,C7H15N2O8P,+,287.0639,11.2,11.6,0.34,1,-,-,-,-,35650,-,-,-,-,-,-,0.495025346059711,-0.8091266296515292,0.0,NA,0.0,0.0,NA,0.0,0.0,0.495025346059711,0.809126629651529,0.0,0.3739009663000589,0.809126629651529,0.0,0.3739009663000589,0.809126629651529,0.0,NA,0.0,0.0,0.3739009663000589,-0.8091266296515292,0.0,NA,0.0,0.0,NA,0.0,0.0,0.3739009663000589,-0.8091266296515292,0.0,NA,0.0,0.0
136,5'-Phosphoribosyl-N-formylglycinamide,C8H15N2O9P,+,315.0588,-8.5,12.22,0.36,2,-,11575,-,15640,-,-,-,-,-,-,-,0.6913184934207799,-0.13917427673444838,0.0,0.27222840122441616,0.10936055940423044,0.0,0.27222840122441616,0.10936055940423044,0.0,0.6913184934207799,0.13917427673444852,0.0,0.373900966300059,0.2485348361386787,0.0,0.373900966300059,0.2485348361386787,0.0,0.27222840122441616,-0.10936055940423024,0.0,0.373900966300059,-0.2485348361386787,0.0,NA,0.0,0.0,0.27222840122441616,-0.10936055940423024,0.0,0.373900966300059,-0.2485348361386787,0.0,NA,0.0,0.0
137,"6,7-Dimethyl-8-(D-ribityl)lumazine",C13H18N4O6,-,325.1154,-10.9,10.89,0.94,5,336892,321145,296531,438999,284664,-,-,-,-,-,-,0.8745041151982212,-0.04764040934202983,0.0,2.6018556703893617e-05,2.2043343820616554,35462.0,2.6018556703893617e-05,2.2043343820616554,35462.0,0.8745041151982212,0.04764040934202983,0.0,0.005623148832236688,2.2519747914036854,174.0,0.005623148832236688,2.2519747914036854,174.0,2.6018556703893617e-05,-2.2043343820616554,35462.0,0.005623148832236688,-2.2519747914036854,174.0,NA,0.0,0.0,2.6018556703893617e-05,-2.2043343820616554,35462.0,0.005623148832236688,-2.2519747914036854,174.0,NA,0.0,0.0
138,6-Hydroxymelatonin,C13H16N2O3,+,249.1234,-5.5,3.51,0.48,11,45861,37256,230493,84380,221632,70084,61846,33038,56899,95997,131991,0.11043450249470096,-2.1054136275381596,4.0,0.1543371166229,-1.1922118011045242,1.0,0.43240007492477023,-0.4040082131193084,0.0,0.11043450249470096,2.1054136275381596,4.0,0.18225570080759565,0.9132018264336356,1.0,0.06346343934001909,1.7014054144188515,6.0,0.1543371166229,1.1922118011045244,1.0,0.18225570080759565,-0.9132018264336356,1.0,0.17697996995376666,0.7882035879852158,1.0,0.43240007492477023,0.4040082131193084,0.0,0.06346343934001909,-1.7014054144188515,6.0,0.17697996995376666,-0.788203587985216,1.0
139,6-Phospho-D-gluconate,C6H13O10P,-,275.0174,-8.2,3.18,0.41,5,-,40216,57698,193278,470543,-,-,-,51201,-,-,0.2642810443571618,-3.259855866318015,5.0,0.9519460133783059,0.08121211113460716,0.0,0.27222840122441616,1.3281471140336312,0.0,0.2642810443571618,3.2598558663180155,5.0,0.1509249704914668,3.341067977452622,9.0,0.13065285439692295,4.588002980351646,23.0,0.9519460133783059,-0.08121211113460716,0.0,0.1509249704914668,-3.341067977452622,9.0,0.3739009663000589,1.2469350028990238,0.0,0.27222840122441616,-1.3281471140336312,0.0,0.13065285439692295,-4.588002980351646,23.0,0.3739009663000589,-1.2469350028990238,0.0
140,6-Pyruvoyltetrahydropterin,C9H11N5O3,-,236.0789,-8.1,7.64,0.25,0,-,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0
141,"8,9-EET",C20H32O3,-,319.2279,-9.6,3.18,0.52,11,57240,40861,174637,86955,296592,123691,159606,85654,162432,75175,270441,0.18011336872120445,-1.9234385224585369,2.0,0.19867162038250916,-1.7876625596244833,2.0,0.07908408220180467,-1.3261269775995643,3.0,0.18011336872120445,1.9234385224585364,2.0,0.8501997192404696,0.13577596283405352,0.0,0.3829850866406668,0.5973115448589719,1.0,0.19867162038250916,1.7876625596244828,2.0,0.8501997192404696,-0.13577596283405333,0.0,0.4853411728749779,0.4615355820249184,0.0,0.07908408220180467,1.3261269775995648,3.0,0.3829850866406668,-0.5973115448589719,1.0,0.4853411728749779,-0.4615355820249185,0.0
142,9(10)-EpOME,C18H32O3,-,295.2279,-4.6,2.88,0.46,11,4381895,6323732,4957707,9168192,14619672,10108219,4904268,5279747,13387500,9252820,17862198,0.3340625900831061,-0.8400078949118657,40.0,0.08953521830987472,-1.3346798079392954,266.0,0.5799146897162655,-0.3375959084058693,13.0,0.3340625900831061,0.8400078949118658,40.0,0.3540675434904495,-0.4946719130274296,46.0,0.4361935385829021,0.5024119865059965,27.0,0.08953521830987472,1.3346798079392954,266.0,0.3540675434904495,0.4946719130274296,46.0,0.0879232575632632,0.9970838995334259,230.0,0.5799146897162655,0.3375959084058692,13.0,0.4361935385829021,-0.5024119865059964,27.0,0.0879232575632632,-0.9970838995334262,230.0
143,Acetoacetyl-CoA,C25H40N7O18P3S,+,852.1436,-10.0,27.67,0.84,1,-,-,33595,-,-,-,-,-,-,-,-,0.495025346059711,-0.7794510387429464,0.0,NA,0.0,0.0,NA,0.0,0.0,0.495025346059711,0.7794510387429465,0.0,0.3739009663000589,0.7794510387429465,0.0,0.3739009663000589,0.7794510387429465,0.0,NA,0.0,0.0,0.3739009663000589,-0.7794510387429464,0.0,NA,0.0,0.0,NA,0.0,0.0,0.3739009663000589,-0.7794510387429464,0.0,NA,0.0,0.0
144,Acetyl adenylate,C12H16N5O8P,-,388.0664,-11.0,12.03,0.03,3,45851,57291,-,-,17046,-,-,-,-,-,-,0.0049165142175152925,2.0622047438851103,27.0,0.002291784184706601,2.366560020736923,69.0,0.002291784184706601,2.366560020736923,69.0,0.0049165142175152925,-2.0622047438851103,27.0,0.373900966300059,0.3043552768518131,0.0,0.373900966300059,0.3043552768518131,0.0,0.002291784184706601,-2.3665600207369235,69.0,0.373900966300059,-0.30435527685181324,0.0,NA,0.0,0.0,0.002291784184706601,-2.3665600207369235,69.0,0.373900966300059,-0.30435527685181324,0.0,NA,0.0,0.0
145,Acetyl-CoA,C23H38N7O17P3S,+,810.1331,7.7,7.09,0.58,1,-,-,-,23825,-,-,-,-,-,-,-,0.495025346059711,-0.4674677552283129,0.0,NA,0.0,0.0,NA,0.0,0.0,0.495025346059711,0.4674677552283129,0.0,0.373900966300059,0.4674677552283129,0.0,0.373900966300059,0.4674677552283129,0.0,NA,0.0,0.0,0.373900966300059,-0.4674677552283129,0.0,NA,0.0,0.0,NA,0.0,0.0,0.373900966300059,-0.4674677552283129,0.0,NA,0.0,0.0
146,Acylglycerone phosphate,C4H7O7P,-,196.9857,-10.5,3.41,0.18,10,36100,41149,205401,78605,432301,35571,44753,38987,41423,50786,-,0.2309790659298277,-2.6280273775685057,4.0,0.7948412621088388,0.18102842487567986,0.0,0.7900194837319484,-0.04217639684787945,0.0,0.2309790659298277,2.6280273775685057,4.0,0.12090532306129224,2.8090558024441856,8.0,0.12685613075064878,2.5858509807206262,7.0,0.7948412621088388,-0.1810284248756798,0.0,0.12090532306129224,-2.809055802444185,8.0,0.6749367602917491,-0.22320482172355924,0.0,0.7900194837319484,0.04217639684787945,0.0,0.12685613075064878,-2.5858509807206262,7.0,0.6749367602917491,0.2232048217235592,0.0
147,Adenine,C5H5N5,+,136.0618,-3.5,6.42,0.28,11,96211632,69110232,362143872,318533888,358691776,23003074,23135814,15132351,1392954,903196,744686,0.001042548225068265,-2.0673967381348497,862578.0,0.003959040598671686,6.349628215501012,861791.0,0.01001768888940525,2.016958105723143,20824.0,0.001042548225068265,2.0673967381348497,862578.0,1.600274875306218e-05,8.417024953635861,3710819859.0,2.158823325649284e-05,4.084354843857993,144142008.0,0.003959040598671686,-6.349628215501009,861791.0,1.600274875306218e-05,-8.417024953635861,3710819859.0,0.0018571290148423356,-4.332670109777867,116295.0,0.01001768888940525,-2.016958105723143,20824.0,2.158823325649284e-05,-4.084354843857993,144142008.0,0.0018571290148423356,4.332670109777867,116295.0
148,Adenosine,C10H13N5O4,+,268.10400000000004,-4.2,6.0,0.21,11,43596504,51261184,424257472,381495360,305136096,57123724,37485320,35667888,1253496,1608113,1026156,0.005602514602837403,-2.9648435598965635,291061.0,0.0005208695006809187,5.193714284761111,1711806.0,0.6964200549215493,0.12721746134381012,71.0,0.005602514602837403,2.9648435598965626,291061.0,0.00044979181857121564,8.158557844657674,118030898.0,0.0007738865582303707,3.0920610212403736,2279315.0,0.0005208695006809187,-5.193714284761111,1711806.0,0.00044979181857121564,-8.158557844657674,118030898.0,0.0035857706460294125,-5.0664968234173,208964.0,0.6964200549215493,-0.1272174613438102,71.0,0.0007738865582303707,-3.0920610212403736,2279315.0,0.0035857706460294125,5.0664968234173,208964.0
149,"Adenosine 3',5'-bisphosphate",C10H15N5O10P2,+,428.0367,-4.4,12.36,0.4,3,-,-,338450,388831,490912,-,-,-,-,-,-,0.1266939260448732,-0.5130743009066538,4.0,NA,0.0,0.0,NA,0.0,0.0,0.1266939260448732,0.5130743009066538,4.0,0.05355334799099164,0.5130743009066538,9.0,0.05355334799099164,0.5130743009066538,9.0,NA,0.0,0.0,0.05355334799099164,-0.5130743009066538,9.0,NA,0.0,0.0,NA,0.0,0.0,0.05355334799099164,-0.5130743009066538,9.0,NA,0.0,0.0
150,Adenylyl sulfate,C10H14N5O10PS,+,428.0272,15.0,12.32,0.38,3,-,-,248387,312007,482792,-,-,-,-,-,-,0.1923393060537161,-0.8248540640242772,3.0,NA,0.0,0.0,NA,0.0,0.0,0.1923393060537161,0.8248540640242772,3.0,0.09649310641887647,0.8248540640242772,5.0,0.09649310641887647,0.8248540640242772,5.0,NA,0.0,0.0,0.09649310641887647,-0.8248540640242772,5.0,NA,0.0,0.0,NA,0.0,0.0,0.09649310641887647,-0.8248540640242772,5.0,NA,0.0,0.0
151,ADP,C10H15N5O10P2,+,428.0367,-4.4,12.36,0.4,3,-,-,338450,388831,490912,-,-,-,-,-,-,0.1266939260448732,-0.5130743009066538,4.0,NA,0.0,0.0,NA,0.0,0.0,0.1266939260448732,0.5130743009066538,4.0,0.05355334799099164,0.5130743009066538,9.0,0.05355334799099164,0.5130743009066538,9.0,NA,0.0,0.0,0.05355334799099164,-0.5130743009066538,9.0,NA,0.0,0.0,NA,0.0,0.0,0.05355334799099164,-0.5130743009066538,9.0,NA,0.0,0.0
152,all-trans-18-Hydroxyretinoic acid,C20H28O3,+,317.2111,9.1,3.04,0.11,8,302703,536167,785216,799939,1545503,339613,-,-,507491,352585,-,0.15981596492366226,-1.314984255062447,11.0,0.7758890679022854,0.13669234659312587,1.0,0.2866843358695049,0.4698041444147822,2.0,0.15981596492366226,1.3149842550624475,11.0,0.0632511378074124,1.451676601655573,31.0,0.04226414107884395,1.7847883994772291,55.0,0.7758890679022854,-0.13669234659312593,1.0,0.0632511378074124,-1.451676601655573,31.0,0.3148003421791939,0.33311179782165623,1.0,0.2866843358695049,-0.4698041444147823,2.0,0.04226414107884395,-1.7847883994772291,55.0,0.3148003421791939,-0.33311179782165623,1.0
153,all-trans-4-Hydroxyretinoic acid,C20H28O3,+,317.2111,9.1,3.04,0.11,8,302703,536167,785216,799939,1545503,339613,-,-,507491,352585,-,0.15981596492366226,-1.314984255062447,11.0,0.7758890679022854,0.13669234659312587,1.0,0.2866843358695049,0.4698041444147822,2.0,0.15981596492366226,1.3149842550624475,11.0,0.0632511378074124,1.451676601655573,31.0,0.04226414107884395,1.7847883994772291,55.0,0.7758890679022854,-0.13669234659312593,1.0,0.0632511378074124,-1.451676601655573,31.0,0.3148003421791939,0.33311179782165623,1.0,0.2866843358695049,-0.4698041444147823,2.0,0.04226414107884395,-1.7847883994772291,55.0,0.3148003421791939,-0.33311179782165623,1.0
154,"all-trans-5,6-Epoxyretinoic acid",C20H28O3,+,317.2111,9.1,3.04,0.11,8,302703,536167,785216,799939,1545503,339613,-,-,507491,352585,-,0.15981596492366226,-1.314984255062447,11.0,0.7758890679022854,0.13669234659312587,1.0,0.2866843358695049,0.4698041444147822,2.0,0.15981596492366226,1.3149842550624475,11.0,0.0632511378074124,1.451676601655573,31.0,0.04226414107884395,1.7847883994772291,55.0,0.7758890679022854,-0.13669234659312593,1.0,0.0632511378074124,-1.451676601655573,31.0,0.3148003421791939,0.33311179782165623,1.0,0.2866843358695049,-0.4698041444147823,2.0,0.04226414107884395,-1.7847883994772291,55.0,0.3148003421791939,-0.33311179782165623,1.0
155,"alpha,alpha-Trehalose",C12H22O11,-,341.1089,-4.8,12.44,0.88,11,294697728,282195552,393028032,465319424,494527072,549208,486781,1055273,3305020,2278310,2580754,0.025534714682768304,-0.644689179187605,22636.0,9.655803513982643e-06,6.727832122322647,1598102035.0,9.38841849725881e-06,8.692749329907782,6371909988.0,0.025534714682768304,0.6446891791876048,22636.0,0.00011949567390313682,7.372521301510253,314569830.0,0.00011737713127645478,9.337438509095387,1244636872.0,9.655803513982643e-06,-6.727832122322647,1598102035.0,0.00011949567390313682,-7.372521301510253,314569830.0,0.00461884105657436,1.9649172075851344,1445.0,9.38841849725881e-06,-8.692749329907782,6371909988.0,0.00011737713127645478,-9.337438509095387,1244636872.0,0.00461884105657436,-1.9649172075851344,1445.0
156,alpha-D-Galactose,C6H12O6,-,179.0561,-7.9,11.25,0.49,7,1485453,1376017,24022348,10325849,14125584,-,-,-,-,2002693,755390,0.06817438139086494,-3.497413731038823,1457.0,0.6469783353292837,0.3140211565107134,2.0,0.00037086641912247015,1.042601865937063,5902.0,0.06817438139086494,3.497413731038823,1457.0,0.02165237097358848,3.811434887549536,5612.0,0.019304177635812412,4.540015596975887,10155.0,0.6469783353292837,-0.3140211565107135,2.0,0.02165237097358848,-3.811434887549536,5612.0,0.34468498261333785,0.7285807094263496,4.0,0.00037086641912247015,-1.042601865937063,5902.0,0.019304177635812412,-4.540015596975887,10155.0,0.34468498261333785,-0.7285807094263496,4.0
157,alpha-D-Galactose 1-phosphate,C6H13O9P,-,259.0224,-4.8,13.99,0.09,7,13248660,6775914,8517686,5067621,5726525,-,-,674002,-,673201,-,0.2875528048863375,0.6372490212082427,44.0,0.030400351131610225,3.919147433602772,2656.0,0.0304026401910436,3.9185655369512653,2655.0,0.2875528048863375,-0.6372490212082424,44.0,0.005464549486156456,3.281898412394529,6318.0,0.005465487336450425,3.2813165157430224,6314.0,0.030400351131610225,-3.919147433602772,2656.0,0.005464549486156456,-3.281898412394529,6318.0,0.9756591698129992,-0.0005818966515065933,1.0,0.0304026401910436,-3.9185655369512653,2655.0,0.005465487336450425,-3.2813165157430224,6314.0,0.9756591698129992,0.0005818966515065067,1.0
158,alpha-D-Glucose,C6H12O6,-,179.0561,-7.9,11.25,0.49,7,1485453,1376017,24022348,10325849,14125584,-,-,-,-,2002693,755390,0.06817438139086494,-3.497413731038823,1457.0,0.6469783353292837,0.3140211565107134,2.0,0.00037086641912247015,1.042601865937063,5902.0,0.06817438139086494,3.497413731038823,1457.0,0.02165237097358848,3.811434887549536,5612.0,0.019304177635812412,4.540015596975887,10155.0,0.6469783353292837,-0.3140211565107135,2.0,0.02165237097358848,-3.811434887549536,5612.0,0.34468498261333785,0.7285807094263496,4.0,0.00037086641912247015,-1.042601865937063,5902.0,0.019304177635812412,-4.540015596975887,10155.0,0.34468498261333785,-0.7285807094263496,4.0
159,alpha-D-Glucose 6-phosphate,C6H13O9P,-,259.0224,-4.8,13.99,0.09,7,13248660,6775914,8517686,5067621,5726525,-,-,674002,-,673201,-,0.2875528048863375,0.6372490212082427,44.0,0.030400351131610225,3.919147433602772,2656.0,0.0304026401910436,3.9185655369512653,2655.0,0.2875528048863375,-0.6372490212082424,44.0,0.005464549486156456,3.281898412394529,6318.0,0.005465487336450425,3.2813165157430224,6314.0,0.030400351131610225,-3.919147433602772,2656.0,0.005464549486156456,-3.281898412394529,6318.0,0.9756591698129992,-0.0005818966515065933,1.0,0.0304026401910436,-3.9185655369512653,2655.0,0.005465487336450425,-3.2813165157430224,6314.0,0.9756591698129992,0.0005818966515065067,1.0
160,alpha-D-Ribose 1-phosphate,C5H11O8P,-,229.0119,-6.5,12.93,0.65,8,304212,151846,238486,97325,113876,56857,48623,174213,-,-,-,0.4049978036077351,0.6052586363835988,1.0,0.04719064102463341,2.4065068206474924,15.0,0.17930258746768504,1.2903356668259889,2.0,0.4049978036077351,-0.6052586363835988,1.0,0.07442583290403024,1.801248184263894,5.0,0.40021476209534695,0.6850770304423899,0.0,0.04719064102463341,-2.4065068206474924,15.0,0.07442583290403024,-1.8012481842638937,5.0,0.28334842066780463,-1.1161711538215042,1.0,0.17930258746768504,-1.2903356668259889,2.0,0.40021476209534695,-0.6850770304423899,0.0,0.28334842066780463,1.1161711538215038,1.0
161,alpha-Isopropylmalate,C7H12O5,-,175.0612,0.6,5.2,0.61,0,-,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0
162,Aminoimidazole ribotide,C8H14N3O7P,+,296.0642,12.8,7.1,0.13,8,929571,788428,814665,679754,622697,60102,33042,87012,-,-,-,0.188379317870168,0.2835913784818036,5.0,0.0005173191956630533,6.4245853864982125,72148.0,0.0007587168631904731,3.838373091574248,8664.0,0.188379317870168,-0.28359137848180344,5.0,0.0002571762090258111,6.140994008016411,98197.0,0.00039630041150704316,3.554781713092444,11354.0,0.0005173191956630533,-6.4245853864982125,72148.0,0.0002571762090258111,-6.14099400801641,98197.0,0.032507847372994884,-2.586212294923966,6.0,0.0007587168631904731,-3.838373091574248,8664.0,0.00039630041150704316,-3.554781713092444,11354.0,0.032507847372994884,2.586212294923966,6.0
163,Aminopropylcadaverine,C8H21N3,+,160.1808,7.3,3.25,0.97,1,-,-,-,-,-,-,-,80746,-,-,-,NA,0.0,0.0,NA,0.0,0.0,0.495025346059711,-0.8657623612080447,0.0,NA,0.0,0.0,NA,0.0,0.0,0.3739009663000589,-0.8657623612080447,0.0,NA,0.0,0.0,NA,0.0,0.0,0.3739009663000589,-0.8657623612080447,0.0,0.495025346059711,0.8657623612080447,0.0,0.3739009663000589,0.8657623612080447,0.0,0.3739009663000589,0.8657623612080447,0.0
164,AMP,C10H14N5O7P,+,348.0704,-4.5,10.01,0.55,9,537441,673482,1321890,456067,843682,6072554,5649910,19264552,-,-,112891,0.4721449630548759,-0.5293994091762415,2.0,0.0029779752700442113,3.341628371154276,1132.0,0.19055314321324054,-4.092522296496819,489.0,0.4721449630548759,0.5293994091762415,2.0,0.03187615860174413,3.8710277803305173,214.0,0.10223727893749042,-3.5631228873205782,648.0,0.0029779752700442113,-3.341628371154276,1132.0,0.03187615860174413,-3.871027780330517,214.0,0.08315596019011041,-7.434150667651094,10803.0,0.19055314321324054,4.092522296496819,489.0,0.10223727893749042,3.5631228873205782,648.0,0.08315596019011041,7.434150667651094,10803.0
165,Anthranilate,C7H7NO2,+,138.055,-4.0,8.56,0.28,7,2240347,2521030,9267107,11645257,14221273,50707,52682,-,-,-,-,0.01502540685845679,-2.2984396606040027,2307.0,0.00019622678174494208,5.783686200832343,340244.0,0.00019802413473884656,5.606340072423547,298852.0,0.01502540685845679,2.2984396606040027,2307.0,0.0012297982428045235,8.082125861436348,1295090.0,0.00123208061257111,7.904779733027548,1143713.0,0.00019622678174494208,-5.783686200832343,340244.0,0.0012297982428045235,-8.082125861436348,1295090.0,0.12148365345220602,-0.17734612840879546,0.0,0.00019802413473884656,-5.606340072423547,298852.0,0.00123208061257111,-7.904779733027548,1143713.0,0.12148365345220602,0.17734612840879532,0.0
