,Metabolite,Formula,Polarity (z),mz,ppm,RT,RT_range,Detection,1 20AF,2 20AF,4 40AM,5 40AM,6 40AM,7 2e6 Mf,8 2e6 Mf,9 2e6 Mf,10 200 L3,11 200 L3,12 200 L3,AF_vs_AM_ttest_pval,AF_vs_AM_Log2FoldChange,AF_vs_AM_impact_score,AF_vs_L3_ttest_pval,AF_vs_L3_Log2FoldChange,AF_vs_L3_impact_score,AF_vs_Mf_ttest_pval,AF_vs_Mf_Log2FoldChange,AF_vs_Mf_impact_score,AM_vs_AF_ttest_pval,AM_vs_AF_Log2FoldChange,AM_vs_AF_impact_score,AM_vs_L3_ttest_pval,AM_vs_L3_Log2FoldChange,AM_vs_L3_impact_score,AM_vs_Mf_ttest_pval,AM_vs_Mf_Log2FoldChange,AM_vs_Mf_impact_score,L3_vs_AF_ttest_pval,L3_vs_AF_Log2FoldChange,L3_vs_AF_impact_score,L3_vs_AM_ttest_pval,L3_vs_AM_Log2FoldChange,L3_vs_AM_impact_score,L3_vs_Mf_ttest_pval,L3_vs_Mf_Log2FoldChange,L3_vs_Mf_impact_score,Mf_vs_AF_ttest_pval,Mf_vs_AF_Log2FoldChange,Mf_vs_AF_impact_score,Mf_vs_AM_ttest_pval,Mf_vs_AM_Log2FoldChange,Mf_vs_AM_impact_score,Mf_vs_L3_ttest_pval,Mf_vs_L3_Log2FoldChange,Mf_vs_L3_impact_score
10,(R)-S-Lactoylglutathione,C13H21N3O8S,+,380.1122,6.3,2.85,0.28,10,251838,567282,1072809,1805118,905258,197996,246529,-,593280,565292,713088,0.1082005818717124,-1.6224921006547728,24.0,0.2011550697895588,-0.6072091570733362,4.0,0.1819105984455033,1.3917121117257478,4.0,0.1082005818717124,1.622492100654773,24.0,0.08518766084277947,1.0152829435814366,22.0,0.017772662881688668,3.0142042123805206,322.0,0.2011550697895588,0.6072091570733362,4.0,0.08518766084277947,-1.0152829435814366,22.0,0.0045490981565642135,1.998921268799084,343.0,0.1819105984455033,-1.3917121117257478,4.0,0.017772662881688668,-3.0142042123805206,322.0,0.0045490981565642135,-1.998921268799084,343.0
11,(S)-3-Hydroxy-3-methylglutaryl-CoA,C27H44N7O20P3S,+,912.1647,-13.8,11.34,0.73,1,-,-,34080,-,-,-,-,-,-,-,-,0.495025346059711,-0.7816152476847757,0.0,NA,0.0,0.0,NA,0.0,0.0,0.495025346059711,0.7816152476847755,0.0,0.373900966300059,0.7816152476847755,0.0,0.373900966300059,0.7816152476847755,0.0,NA,0.0,0.0,0.373900966300059,-0.7816152476847757,0.0,NA,0.0,0.0,NA,0.0,0.0,0.373900966300059,-0.7816152476847757,0.0,NA,0.0,0.0
12,(S)-3-Hydroxydodecanoyl-CoA,C33H58N7O18P3S,+,966.2845,12.3,7.44,0.42,1,-,21650,-,-,-,-,-,-,-,-,-,0.27222840122441616,0.6622054996536166,0.0,0.27222840122441616,0.6622054996536166,0.0,0.27222840122441616,0.6622054996536166,0.0,0.27222840122441616,-0.6622054996536166,0.0,NA,0.0,0.0,NA,0.0,0.0,0.27222840122441616,-0.6622054996536166,0.0,NA,0.0,0.0,NA,0.0,0.0,0.27222840122441616,-0.6622054996536166,0.0,NA,0.0,0.0,NA,0.0,0.0
13,(S)-3-Hydroxyisobutyrate,C4H8O3,-,103.0401,-12.3,0.08,0.08,0,-,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0
14,(S)-3-Hydroxyisobutyryl-CoA,C25H42N7O18P3S,+,854.1593,12.0,15.95,0.47,1,-,-,-,-,-,19002,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0,0.495025346059711,-0.142769046156544,0.0,NA,0.0,0.0,NA,0.0,0.0,0.373900966300059,-0.142769046156544,0.0,NA,0.0,0.0,NA,0.0,0.0,0.373900966300059,-0.142769046156544,0.0,0.495025346059711,0.14276904615654393,0.0,0.373900966300059,0.14276904615654393,0.0,0.373900966300059,0.14276904615654393,0.0
15,(S)-3-Hydroxyoctanoyl-CoA,C29H50N7O18P3S,+,910.2219,11.6,19.8,0.67,1,-,-,-,17415,-,-,-,-,-,-,-,0.495025346059711,-0.269618219001887,0.0,NA,0.0,0.0,NA,0.0,0.0,0.495025346059711,0.2696182190018871,0.0,0.3739009663000587,0.2696182190018871,0.0,0.3739009663000587,0.2696182190018871,0.0,NA,0.0,0.0,0.3739009663000587,-0.269618219001887,0.0,NA,0.0,0.0,NA,0.0,0.0,0.3739009663000587,-0.269618219001887,0.0,NA,0.0,0.0
16,(S)-Dihydroorotate,C5H6N2O4,-,157.0255,-7.5,8.47,0.79,5,749833,891787,235867,294205,327976,-,-,-,-,-,-,0.003478144241206109,1.5209524525736668,457.0,0.0008999683399499155,2.8696968032049828,3789.0,0.0008999683399499155,2.8696968032049828,3789.0,0.003478144241206109,-1.5209524525736668,457.0,0.002961785032304089,1.3487443506313164,171.0,0.002961785032304089,1.3487443506313164,171.0,0.0008999683399499155,-2.8696968032049828,3789.0,0.002961785032304089,-1.3487443506313164,171.0,NA,0.0,0.0,0.0008999683399499155,-2.8696968032049828,3789.0,0.002961785032304089,-1.3487443506313164,171.0,NA,0.0,0.0
17,(S)-Hydroxydecanoyl-CoA,C31H54N7O18P3S,-,936.2386,13.1,3.38,0.25,2,-,-,-,-,-,-,-,38136,36470,-,-,NA,0.0,0.0,0.495025346059711,-0.2875929586026175,0.0,0.495025346059711,-0.3171959423959481,0.0,NA,0.0,0.0,0.37390096630005903,-0.2875929586026175,0.0,0.3739009663000587,-0.3171959423959481,0.0,0.495025346059711,0.28759295860261763,0.0,0.37390096630005903,0.28759295860261763,0.0,0.9426218478409468,-0.029602983793330637,0.0,0.495025346059711,0.3171959423959482,0.0,0.3739009663000587,0.3171959423959482,0.0,0.9426218478409468,0.029602983793330682,0.0
18,(S)-Hydroxyhexanoyl-CoA,C27H46N7O18P3S,+,882.1906,-0.8,6.02,0.32,1,-,-,-,20155,-,-,-,-,-,-,-,0.495025346059711,-0.4206171389786907,0.0,NA,0.0,0.0,NA,0.0,0.0,0.495025346059711,0.4206171389786907,0.0,0.373900966300059,0.4206171389786907,0.0,0.373900966300059,0.4206171389786907,0.0,NA,0.0,0.0,0.373900966300059,-0.4206171389786907,0.0,NA,0.0,0.0,NA,0.0,0.0,0.373900966300059,-0.4206171389786907,0.0,NA,0.0,0.0
19,(S)-Lactate,C3H6O3,-,89.0244,-14.8,0.01,0.3,2,-,2890231,-,-,-,-,-,-,-,3351583,-,0.272228401224416,0.12752566455503753,10.0,0.8656362836671196,-0.041957342348180535,3.0,0.272228401224416,0.12752566455503753,10.0,0.272228401224416,-0.12752566455503758,10.0,0.373900966300059,-0.1694830069032181,8.0,NA,0.0,0.0,0.8656362836671196,0.0419573423481804,3.0,0.373900966300059,0.16948300690321813,8.0,0.373900966300059,0.16948300690321813,8.0,0.272228401224416,-0.12752566455503758,10.0,NA,0.0,0.0,0.373900966300059,-0.1694830069032181,8.0
20,(S)-Malate,C4H6O5,-,133.0142,-12.4,13.21,0.09,9,33622764,27465844,24984004,13306003,16785814,31793220,13543075,48173432,-,-,2795352,0.09369112356792328,0.7344467714969938,434.0,0.0011911680962582716,3.805499957893529,192087.0,0.9649508587430172,-0.029250576329246464,33.0,0.09369112356792328,-0.7344467714969938,434.0,0.009630674556936268,3.071053186396535,8963.0,0.2927375616236724,-0.7636973478262402,144.0,0.0011911680962582716,-3.805499957893529,192087.0,0.009630674556936268,-3.071053186396535,8963.0,0.04426551197160418,-3.834750534222776,5376.0,0.9649508587430172,0.02925057632924653,33.0,0.2927375616236724,0.7636973478262402,144.0,0.04426551197160418,3.834750534222776,5376.0
21,(S)-Methylmalonate semialdehyde,C4H6O3,-,101.0244,-15.0,11.22,0.8,9,287811,290500,4942090,1720178,2267635,117267,-,-,126888,240923,125865,0.12760307578551264,-3.3637645547448023,132.0,0.08564290101994401,0.8132435341363337,5.0,5.234279026800978e-06,1.3428581225795284,97684.0,0.12760307578551264,3.3637645547448023,132.0,0.047676562472465885,4.177008088881136,596.0,0.04519486166416549,4.706622677324331,893.0,0.08564290101994401,-0.8132435341363337,5.0,0.047676562472465885,-4.177008088881136,596.0,0.25640123427689565,0.5296145884431948,1.0,5.234279026800978e-06,-1.3428581225795284,97684.0,0.04519486166416549,-4.70662267732433,893.0,0.25640123427689565,-0.5296145884431949,1.0
22,(S)-Methylmalonyl-CoA,C25H40N7O19P3S,-,866.1239999999999,4.0,0.52,0.28,0,-,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0
23,[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine,C10H19NO2S2,-,248.0784,-2.2,2.84,0.93,1,-,-,447093,-,-,-,-,-,-,-,-,0.495025346059711,-0.06629303466935485,1.0,NA,0.0,0.0,NA,0.0,0.0,0.495025346059711,0.0662930346693548,1.0,0.373900966300059,0.0662930346693548,1.0,0.373900966300059,0.0662930346693548,1.0,NA,0.0,0.0,0.373900966300059,-0.06629303466935485,1.0,NA,0.0,0.0,NA,0.0,0.0,0.373900966300059,-0.06629303466935485,1.0,NA,0.0,0.0
24,[Dihydrolipoyllysine-residue succinyltransferase] S-glutaryldihydrolipoyllysine,C13H23NO4S2,-,320.0996,-1.2,10.98,0.83,8,479472,518837,758831,923888,975768,70971,48514,56874,-,-,-,0.020297998105704526,-0.8280845732608255,61.0,6.645561479729277e-05,4.142372309810574,70077.0,0.00012475634447828678,3.085933731641741,18987.0,0.020297998105704526,0.8280845732608255,61.0,0.0001950611012641485,4.970456883071399,73486.0,0.00022927773542561283,3.914018304902567,31064.0,6.645561479729277e-05,-4.142372309810574,70077.0,0.0001950611012641485,-4.970456883071399,73486.0,0.009606768578108436,-1.0564385781688312,9.0,0.00012475634447828678,-3.085933731641741,18987.0,0.00022927773542561283,-3.914018304902567,31064.0,0.009606768578108436,1.0564385781688308,9.0
25,1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate,C9H14N3O9P,+,340.05400000000003,14.0,4.64,0.22,2,-,-,34094,35112,-,-,-,-,-,-,-,0.21932761213510552,-1.4006472205228278,0.0,NA,0.0,0.0,NA,0.0,0.0,0.21932761213510552,1.4006472205228278,0.0,0.1162867382744624,1.4006472205228278,0.0,0.1162867382744624,1.4006472205228278,0.0,NA,0.0,0.0,0.1162867382744624,-1.4006472205228278,0.0,NA,0.0,0.0,NA,0.0,0.0,0.1162867382744624,-1.4006472205228278,0.0,NA,0.0,0.0
26,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole,C13H19N4O12P,+,455.08099999999996,9.3,6.85,0.13,3,-,-,12827,14595,17930,-,-,-,-,-,-,0.1148836020098658,-0.4767810909009365,0.0,NA,0.0,0.0,NA,0.0,0.0,0.1148836020098658,0.4767810909009365,0.0,0.04669470203810959,0.4767810909009365,0.0,0.04669470203810959,0.4767810909009365,0.0,NA,0.0,0.0,0.04669470203810959,-0.4767810909009365,0.0,NA,0.0,0.0,NA,0.0,0.0,0.04669470203810959,-0.4767810909009365,0.0,NA,0.0,0.0
27,1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide,C9H15N4O8P,-,337.0555,14.6,11.73,0.19,8,46509,74623,83745,49801,65456,82537,79410,80026,-,-,-,0.7488264418089978,-0.13124039062650728,0.0,0.016955260716962153,2.598508133683409,13.0,0.15296239604746206,-0.4133035371593178,1.0,0.7488264418089978,0.13124039062650728,0.0,0.00455464665253926,2.7297485243099158,56.0,0.21977184074541364,-0.28206314653281045,0.0,0.016955260716962153,-2.598508133683409,13.0,0.00455464665253926,-2.7297485243099158,56.0,2.011135374937364e-07,-3.011811670842727,1817937.0,0.15296239604746206,0.4133035371593177,1.0,0.21977184074541364,0.28206314653281034,0.0,2.011135374937364e-07,3.0118116708427265,1817937.0
28,1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide,C10H15N4O9P,+,367.0649,-7.2,2.87,0.08,4,-,-,-,31344,-,83399,40172,71854,-,-,-,0.495025346059711,-0.775233194011202,0.0,NA,0.0,0.0,0.04554837290541112,-2.7035806319379114,5.0,0.495025346059711,0.7752331940112019,0.0,0.3739009663000589,0.7752331940112019,0.0,0.031203951824472394,-1.9283474379267096,5.0,NA,0.0,0.0,0.3739009663000589,-0.775233194011202,0.0,0.012978311333383636,-2.7035806319379114,19.0,0.04554837290541112,2.7035806319379114,5.0,0.031203951824472394,1.9283474379267096,5.0,0.012978311333383636,2.7035806319379114,19.0
29,"1,7-Dimethylxanthine",C7H8N4O2,-,179.0574,-14.8,11.12,0.62,6,1485453,1376017,8940996,5980800,4727112,-,-,-,-,2002693,-,0.050366075997916315,-2.194658248648928,363.0,0.664206070953135,0.2864636869125464,2.0,0.00048552203487911533,0.9159862491925144,4253.0,0.050366075997916315,2.194658248648928,363.0,0.015042248463323813,2.4811219355614744,1433.0,0.009764118527707564,3.1106444978414416,3232.0,0.664206070953135,-0.2864636869125463,2.0,0.015042248463323813,-2.4811219355614744,1433.0,0.373900966300059,0.6295225622799681,4.0,0.00048552203487911533,-0.9159862491925144,4253.0,0.009764118527707564,-3.1106444978414416,3232.0,0.373900966300059,-0.6295225622799678,4.0
30,10-Formyltetrahydrofolate,C20H23N7O7,+,474.1732,7.4,8.24,0.19,2,66269,-,-,-,131219,-,-,-,-,-,-,0.8412190479976968,-0.40250822937444464,0.0,0.2722284012244162,1.9310967840045583,0.0,0.2722284012244162,1.9310967840045583,0.0,0.8412190479976968,0.4025082293744448,0.0,0.3739009663000589,2.3336050133790027,0.0,0.3739009663000589,2.3336050133790027,0.0,0.2722284012244162,-1.9310967840045583,0.0,0.3739009663000589,-2.3336050133790027,0.0,NA,0.0,0.0,0.2722284012244162,-1.9310967840045583,0.0,0.3739009663000589,-2.3336050133790027,0.0,NA,0.0,0.0
31,"11,12,15-THETA",C20H34O5,+,355.2479,-10.7,2.78,0.26,7,31707,-,42702,25266,40478,289300,46507,122225,-,-,-,0.2530307813148436,-0.7526621554830583,0.0,0.27222840122441616,0.937523945878745,0.0,0.2527009841266683,-2.8311337093440625,2.0,0.2530307813148436,0.7526621554830583,0.0,0.010393287353722316,1.6901861013618034,7.0,0.18055086552604954,-2.078471553861004,2.0,0.27222840122441616,-0.937523945878745,0.0,0.010393287353722316,-1.6901861013618034,7.0,0.11982310959751136,-3.7686576552228073,9.0,0.2527009841266683,2.831133709344062,2.0,0.18055086552604954,2.078471553861004,2.0,0.11982310959751136,3.7686576552228073,9.0
32,"11,12-EET",C20H32O3,-,319.2279,-9.6,3.18,0.52,11,57240,40861,174637,86955,296592,123691,159606,85654,162432,75175,270441,0.18011336872120445,-1.9234385224585369,2.0,0.19867162038250916,-1.7876625596244833,2.0,0.07908408220180467,-1.3261269775995643,3.0,0.18011336872120445,1.9234385224585364,2.0,0.8501997192404696,0.13577596283405352,0.0,0.3829850866406668,0.5973115448589719,1.0,0.19867162038250916,1.7876625596244828,2.0,0.8501997192404696,-0.13577596283405333,0.0,0.4853411728749779,0.4615355820249184,0.0,0.07908408220180467,1.3261269775995648,3.0,0.3829850866406668,-0.5973115448589719,1.0,0.4853411728749779,-0.4615355820249185,0.0
33,"11,14,15-THETA",C20H34O5,+,355.2479,-10.7,2.78,0.26,7,31707,-,42702,25266,40478,289300,46507,122225,-,-,-,0.2530307813148436,-0.7526621554830583,0.0,0.27222840122441616,0.937523945878745,0.0,0.2527009841266683,-2.8311337093440625,2.0,0.2530307813148436,0.7526621554830583,0.0,0.010393287353722316,1.6901861013618034,7.0,0.18055086552604954,-2.078471553861004,2.0,0.27222840122441616,-0.937523945878745,0.0,0.010393287353722316,-1.6901861013618034,7.0,0.11982310959751136,-3.7686576552228073,9.0,0.2527009841266683,2.831133709344062,2.0,0.18055086552604954,2.078471553861004,2.0,0.11982310959751136,3.7686576552228073,9.0
34,"11H-14,15-EETA",C20H32O4,+,337.2373,-10.2,2.85,0.45,10,73767,86631,59277,207457,165580,107570,142868,225447,45330,171533,-,0.3448658968819868,-0.8454609033521037,1.0,0.9813224516630902,0.028128310625007362,0.0,0.18215172791045475,-0.9839943274640464,1.0,0.3448658968819868,0.8454609033521039,1.0,0.3675450195148604,0.8735892139771111,1.0,0.8090244794343502,-0.13853342411194286,0.0,0.9813224516630902,-0.02812831062500733,0.0,0.3675450195148604,-0.8735892139771111,1.0,0.24405626193183305,-1.0121226380890538,1.0,0.18215172791045475,0.9839943274640466,1.0,0.8090244794343502,0.13853342411194272,0.0,0.24405626193183305,1.012122638089054,1.0
35,12(13)-EpOME,C18H32O3,-,295.2279,-4.6,2.88,0.46,11,4381895,6323732,4957707,9168192,14619672,10108219,4904268,5279747,13387500,9252820,17862198,0.3340625900831061,-0.8400078949118657,40.0,0.08953521830987472,-1.3346798079392954,266.0,0.5799146897162655,-0.3375959084058693,13.0,0.3340625900831061,0.8400078949118658,40.0,0.3540675434904495,-0.4946719130274296,46.0,0.4361935385829021,0.5024119865059965,27.0,0.08953521830987472,1.3346798079392954,266.0,0.3540675434904495,0.4946719130274296,46.0,0.0879232575632632,0.9970838995334259,230.0,0.5799146897162655,0.3375959084058692,13.0,0.4361935385829021,-0.5024119865059964,27.0,0.0879232575632632,-0.9970838995334262,230.0
36,"14,15-EET",C20H32O3,-,319.2279,-9.6,3.18,0.52,11,57240,40861,174637,86955,296592,123691,159606,85654,162432,75175,270441,0.18011336872120445,-1.9234385224585369,2.0,0.19867162038250916,-1.7876625596244833,2.0,0.07908408220180467,-1.3261269775995643,3.0,0.18011336872120445,1.9234385224585364,2.0,0.8501997192404696,0.13577596283405352,0.0,0.3829850866406668,0.5973115448589719,1.0,0.19867162038250916,1.7876625596244828,2.0,0.8501997192404696,-0.13577596283405333,0.0,0.4853411728749779,0.4615355820249184,0.0,0.07908408220180467,1.3261269775995648,3.0,0.3829850866406668,-0.5973115448589719,1.0,0.4853411728749779,-0.4615355820249185,0.0
37,15(S)-HPETE,C20H32O4,+,337.2373,-10.2,2.85,0.45,10,73767,86631,59277,207457,165580,107570,142868,225447,45330,171533,-,0.3448658968819868,-0.8454609033521037,1.0,0.9813224516630902,0.028128310625007362,0.0,0.18215172791045475,-0.9839943274640464,1.0,0.3448658968819868,0.8454609033521039,1.0,0.3675450195148604,0.8735892139771111,1.0,0.8090244794343502,-0.13853342411194286,0.0,0.9813224516630902,-0.02812831062500733,0.0,0.3675450195148604,-0.8735892139771111,1.0,0.24405626193183305,-1.0121226380890538,1.0,0.18215172791045475,0.9839943274640466,1.0,0.8090244794343502,0.13853342411194272,0.0,0.24405626193183305,1.012122638089054,1.0
38,"15H-11,12-EETA",C20H32O4,+,337.2373,-10.2,2.85,0.45,10,73767,86631,59277,207457,165580,107570,142868,225447,45330,171533,-,0.3448658968819868,-0.8454609033521037,1.0,0.9813224516630902,0.028128310625007362,0.0,0.18215172791045475,-0.9839943274640464,1.0,0.3448658968819868,0.8454609033521039,1.0,0.3675450195148604,0.8735892139771111,1.0,0.8090244794343502,-0.13853342411194286,0.0,0.9813224516630902,-0.02812831062500733,0.0,0.3675450195148604,-0.8735892139771111,1.0,0.24405626193183305,-1.0121226380890538,1.0,0.18215172791045475,0.9839943274640466,1.0,0.8090244794343502,0.13853342411194272,0.0,0.24405626193183305,1.012122638089054,1.0
